Iteration,Distribution,Algorithm,Length,Actual_Length,Count,Changepoints_abs,Changepoints_rel,Estimates,Error,time_used
135,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22387.0|40078.0,7.960137511458015|10.693548403944078,1135038971
135,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1282361881
136,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22387|40077,8.960137511458015|11.193548403944078,68367150156
136,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25000|41983,2.5016012558699003|11.910941705154983,76613848529
136,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22387.0|40077.0,8.960137511458015|11.193548403944078,1180955814
136,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1265120408
137,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22386|40071,12.426959296430141|13.693548403944078,68805889471
137,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25027|41969,5.679717845559935|11.090659550714918,76140050336
137,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22376.0|40071.0,2.426959296430141|8.693548403944078,1160920212
137,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1271614609
138,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22387|40071,13.426959296430141|14.193548403944078,68499648273
138,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25035|41984,1.5016012558699003|7.590659550714918,63753911768
138,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22387.0|40082.0,3.960137511458015|8.693548403944078,1131543693
138,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1337883354
139,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22380|40085,0.9601375114580151|3.693548403944078,68397319596
139,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25028|41990,4.4983987441301|5.589058294845017,63277917284
139,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22380.0|40085.0,0.9601375114580151|3.693548403944078,1126697399
139,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1295035622
14,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22387|40075,10.960137511458015|12.193548403944078,68352167595
14,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25017|41991,4.320282154440065|4.909340449285082,76114551091
14,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22387.0|40075.0,10.960137511458015|12.193548403944078,1155804566
14,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1294542647
140,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22367|40086,0.03986248854198493|3.306451596055922,68997857897
140,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25020|41971,1.320282154440065|7.910941705154983,63522048169
140,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,40086.0|22367.0,0.03986248854198493|3.306451596055922,1193829108
140,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1308972034
141,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22368|40081,4.960137511458015|5.266589107513937,68917800974
141,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25002|41967,18.5016012558699|18.910941705154983,63782212379
141,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22368.0|40081.0,4.960137511458015|5.266589107513937,1219767791
141,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1255969411
142,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22408|40095,9.039862488541985|21.733410892486063,68898901138
142,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25039|41998,12.4983987441301|15.089058294845017,63044636889
142,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22408.0|40095.0,9.039862488541985|21.733410892486063,1149702863
142,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1254514612
143,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373|40070,0.573040703569859|8.266589107513937,68077674065
143,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25023|41984,1.5016012558699003|1.5906595507149177,64110899978
143,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373.0|40070.0,0.573040703569859|8.266589107513937,1147881818
143,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1307360115
144,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22374|40085,0.42695929643014097|0.693548403944078,68803742180
144,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25008|41998,12.4983987441301|12.909340449285082,76239875492
144,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22374.0|40085.0,0.42695929643014097|0.693548403944078,1170956203
144,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1326330772
145,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22363|40072,10.573040703569859|12.266589107513937,68598986332
145,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25049|41990,4.4983987441301|16.089058294845017,76356769502
145,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22363.0|40072.0,10.573040703569859|12.266589107513937,1161398824
145,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1350239082
146,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22370|40081,3.573040703569859|4.266589107513937,68330592615
146,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25021|41986,0.3202821544400649|0.4093404492850823,75733334490
146,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22370.0|40081.0,3.573040703569859|4.266589107513937,1210201937
146,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1246932490
147,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22374|40090,0.42695929643014097|2.233410892486063,68988109949
147,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25019|41986,0.49839874413009966|1.4093404492850823,63807231702
147,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22374.0|40090.0,0.42695929643014097|2.233410892486063,1130506739
147,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1287605141
148,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22375|40083,1.426959296430141|2.193548403944078,68829589408
148,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25027|41983,2.5016012558699003|4.090659550714918,63489759433
148,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22375.0|40083.0,1.426959296430141|2.193548403944078,1136794293
148,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1266094101
149,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22370|40082,3.573040703569859|3.766589107513937,68597322805
149,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25020|41998,1.320282154440065|6.909340449285082,63641796664
149,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22370.0|40082.0,3.573040703569859|3.766589107513937,1137779066
149,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1294056386
15,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22378|40083,2.960137511458015|3.693548403944078,68744132271
15,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25050|41981,4.5016012558699|16.590659550714918,76016732043
15,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22378.0|40083.0,2.960137511458015|3.693548403944078,1176323823
15,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1421452866
150,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373|40082,0.573040703569859|2.266589107513937,67966705126
150,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25020|41984,1.320282154440065|1.4109417051549826,75656392764
150,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373.0|40082.0,0.573040703569859|2.266589107513937,1228566874
150,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1293448698
151,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22376|40084,1.960137511458015|2.193548403944078,68605943836
151,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25023|42001,1.679717845559935|8.589058294845017,62703702679
151,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22376.0|40084.0,1.960137511458015|2.193548403944078,1143154545
151,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1305171224
152,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373|40089,0.573040703569859|1.806451596055922,68826087032
152,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25047|41981,4.5016012558699|15.090659550714918,63497799172
152,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,40089.0|22373.0,0.573040703569859|1.806451596055922,1161839361
152,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1308547065
153,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22368|40085,0.9601375114580151|3.266589107513937,69073582451
153,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25024|41986,0.49839874413009966|1.5890582948450174,63617957023
153,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22360.0|40085.0,0.9601375114580151|7.266589107513937,1131986720
153,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1279198381
154,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22466|40078,7.960137511458015|50.19354840394408,68359942784
154,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25017|41992,4.320282154440065|5.409340449285082,75733016923
154,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22375.0|40078.0,1.426959296430141|4.693548403944078,1123215749
154,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1272229298
155,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373|40085,0.573040703569859|0.766589107513937,68533887663
155,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25034|41986,0.49839874413009966|6.589058294845017,63378683606
155,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,40085.0|22373.0,0.573040703569859|0.766589107513937,1194817358
155,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1272232710
156,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22380|40066,6.426959296430141|13.193548403944078,68211408377
156,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25006|41979,6.5016012558699|10.910941705154983,76200617203
156,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22380.0|40066.0,6.426959296430141|13.193548403944078,1171677973
156,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1301417849
157,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22376|40007,2.426959296430141|40.69354840394408,68843588692
157,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25020|41960,1.320282154440065|13.410941705154983,63620858424
157,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22376.0|40063.0,2.426959296430141|12.693548403944078,1206208730
157,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1222608235
158,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22372|40067,1.573040703569859|10.266589107513937,68836082270
158,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25022|41978,0.6797178455599351|4.090659550714918,75667073005
158,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,40078.0|22372.0,1.573040703569859|4.766589107513937,1129276221
158,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1307120955
159,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22414|40082,3.960137511458015|22.193548403944078,68427629637
159,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25007|41968,14.320282154440065|15.910941705154983,64058421112
159,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22385.0|40082.0,3.960137511458015|7.693548403944078,1149844308
159,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1307451743
16,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22382|40079,6.960137511458015|7.693548403944078,68726281452
16,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25022|41986,0.49839874413009966|0.5890582948450174,76542598125
16,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22382.0|40101.0,8.426959296430141|11.733410892486063,1159583000
16,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1298264075
160,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373|40100,0.573040703569859|7.306451596055922,68780262324
160,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25028|41970,6.679717845559935|11.090659550714918,62598047666
160,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373.0|40100.0,0.573040703569859|7.306451596055922,1170242247
160,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1299101297
161,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22371|40062,2.573040703569859|13.266589107513937,68521694895
161,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25018|41975,3.320282154440065|6.910941705154983,62980184814
161,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22371.0|40062.0,2.573040703569859|13.266589107513937,1250622083
161,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1246739657
162,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22377|40083,2.960137511458015|3.193548403944078,68595509433
162,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25027|41969,5.679717845559935|11.090659550714918,63494152552
162,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,40083.0|22377.0,2.960137511458015|3.193548403944078,1115190667
162,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1307018631
163,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22389|40087,1.039862488541985|8.233410892486063,67945372970
163,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25017|41978,4.320282154440065|5.910941705154983,77208485989
163,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22389.0|40087.0,1.039862488541985|8.233410892486063,1138231458
163,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1349405886
164,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22380|40024,6.426959296430141|34.19354840394408,68532284716
164,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25027|41976,5.679717845559935|7.590659550714918,63459273110
164,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,40024.0|22380.0,6.426959296430141|34.19354840394408,1130725048
164,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1258389482
165,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22374|40076,0.42695929643014097|5.193548403944078,68262303502
165,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25028|41966,6.679717845559935|13.090659550714918,64260198624
165,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22374.0|40076.0,0.42695929643014097|5.193548403944078,1152396412
165,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1291631369
166,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373|40085,0.573040703569859|0.766589107513937,68912469004
166,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25014|41986,0.49839874413009966|3.9093404492850823,63702813349
166,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22373.0|40085.0,0.573040703569859|0.766589107513937,1153048088
166,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1277200204
167,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22380|40086,0.03986248854198493|3.233410892486063,68217956743
167,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25001|42003,17.4983987441301|18.909340449285082,63916139345
167,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22380.0|40086.0,0.03986248854198493|3.233410892486063,1184119364
167,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1306862195
168,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22413|40085,0.9601375114580151|20.193548403944078,68588280530
168,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25025|41986,0.49839874413009966|2.0890582948450174,64213056377
168,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,40093.0|22396.0,7.039862488541985|14.733410892486063,1134167454
168,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1354351502
169,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22379|40085,0.9601375114580151|3.193548403944078,68697698432
169,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25038|41980,5.5016012558699|11.090659550714918,63618548785
169,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,40085.0|22379.0,0.9601375114580151|3.193548403944078,1181582590
169,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1398577763
17,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22380|40084,1.960137511458015|4.193548403944078,67886792855
17,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25021|41978,0.3202821544400649|3.9109417051549826,63460725443
17,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22380.0|40084.0,1.960137511458015|4.193548403944078,1129951902
17,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1266217278
170,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22376|40085,0.9601375114580151|1.693548403944078,68745383223
170,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25030|41987,1.4983987441300997|5.089058294845017,76023078978
170,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22376.0|40085.0,0.9601375114580151|1.693548403944078,1126351804
170,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1269756986
171,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22384|40082,3.960137511458015|7.193548403944078,68289355871
171,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25036|42001,14.679717845559935|15.089058294845017,63475063777
171,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22384.0|40082.0,3.960137511458015|7.193548403944078,1166068462
171,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1303072559
172,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22374|40089,0.42695929643014097|1.733410892486063,68660689998
172,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25017|41988,2.4983987441300997|3.4093404492850823,76530992913
172,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22374.0|40089.0,0.42695929643014097|1.733410892486063,1201362229
172,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1336803036
173,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22369|40054,4.573040703569859|18.266589107513937,68850090123
173,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25030|41979,6.5016012558699|7.590659550714918,62605666824
173,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,40054.0|22369.0,4.573040703569859|18.266589107513937,1129028608
173,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1279165246
174,Bernoulli,FindChangepoints,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22388|40089,3.039862488541985|8.733410892486063,69068068878
174,Rotary,FindChangepoints,60000,59999,2,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,25048|41982,3.5016012558699003|15.090659550714918,63451072146
174,Bernoulli,WbsR,60000,59999,2,0.37289288401172616|0.668099335625191,22373.57304070357|40085.96013751146,22374.0|40089.0,0.42695929643014097|1.733410892486063,1196424594
174,Rotary,WbsR,60000,59999,0,0.417022004702574|0.6997583600209312,25021.32028215444|41985.50160125587,,-1|-1,1317625839
